"Blankiet Estate Paradise Hills Vineyard 'Mythicus' Cabernet Sauvignon, Napa Valley, USA",2012,"
€253
",Blankiet Estate,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Hugel & Fils Riesling Selection de Grains Nobles, Alsace, France",2009,"
€185
",Famille Hugel,Alsace,"
France
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,
"Domaine Faiveley Musigny Grand Cru, Cote de Nuits, France",2014,"
€3,015
","Le Musigny,
Chambolle-Musigny, ,
Cote de Nuits, ,
Burgundy, ,
France
",Pinot Noir,Pinot Noir,,,,
"Domaine Dugat-Py Chambertin Grand Cru, Cote de Nuits, France",2012,"
€2,307
",Dugat-Py,Le Chambertin,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Domaine Georges & Christophe Roumier Musigny Grand Cru, Cote de Nuits, France",2005,"
€22,067
",Domaine G. Roumier,Le Musigny,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Bond St Eden, Napa Valley, USA",2009,"
€351
",Bond,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,14%
"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",2012,"
€591
",Abreu Vineyards,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Forman Cabernet Sauvignon, Napa Valley, USA",2013,"
€97
",Forman Vineyard,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,14 - 15%
"Aubert Wines Lauren Vineyard Chardonnay, Sonoma Coast, USA",2014,"
€185
",Aubert,Sonoma Coast,"
USA
",Chardonnay,Mushrooms,White - Buttery and Complex,
"Dana Estates Lotus Vineyard Cabernet Sauvignon, Napa Valley, USA",2009,"
€537
",Dana Estates,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Domaine Henri Gouges Les Saint-Georges, Nuits-Saint-Georges Premier Cru, France",2012,"
€124
",Henri Gouges,Nuits-Saint-Georges Les Saint-Georges,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Domaine de la Vieille Julienne Chateauneuf-du-Pape Reserve, Rhone, France",2010,"
€216
",Domaine de la Vieille Julienne,Chateauneuf-du-Pape,"
France
",Southern Rhone Red Blend,Lamb,Red - Rich and Intense,14 - 16%
"Diamond Creek Volcanic Hill Cabernet Sauvignon, Napa Valley, USA",2010,"
€194
",Diamond Creek Vineyards,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,13 - 14%
"Chateau Raymond-Lafon, Sauternes, France",2011,"
€36
",Chateau Raymond-Lafon,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,13 - 14%
"Domaine de Montille Les Malconsorts Cuvee Christiane, Vosne-Romanee Premier Cru, France",2010,"
€718
",Domaine de Montille,Vosne-Romanee Aux Malconsorts,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Joseph & Philippe Roty Charmes-Chambertin Tres Vieilles Vignes Grand Cru, Cote de Nuits, France",2010,"
€405
",Domaine Roty,Charmes-Chambertin,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Sloan Proprietary Red, Rutherford, USA",2009,"
€440
",Sloan Estate,Rutherford,"
USA
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,
"Blankiet Estate Paradise Hills Vineyard 'Mythicus' Cabernet Sauvignon, Napa Valley, USA",2014,"
€252
","Napa Valley,
Napa County, ,
North Coast, ,
California, ,
USA
",Cabernet Sauvignon,Cabernet Sauvignon,,,,
"Louis Jadot Chambertin Clos-de-Beze Grand Cru, Cote de Nuits, France",2010,"
€405
",Louis Jadot,Chambertin Clos-de-Beze,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Domaine Leflaive Montrachet Grand Cru, Cote de Beaune, France",2014,"
€7,875
","Le Montrachet,
Puligny-Montrachet, ,
Cote de Beaune, ,
Burgundy, ,
France
",Chardonnay,Chardonnay,,,,
"Domaine Francois Raveneau Blanchot, Chablis Grand Cru, France",2012,"
€293
",Domaine Francois Raveneau,Chablis Grand Cru Blanchot,"
France
",Chardonnay,"Shellfish, Crab and Lobster",White - Green and Flinty,13%
"Domaine Fourrier Griotte-Chambertin Grand Cru Vieille Vigne, Cote de Nuits, France",2014,"
€706
","Griotte-Chambertin,
Gevrey-Chambertin, ,
Cote de Nuits, ,
Burgundy, ,
France
",Pinot Noir,Pinot Noir,,,,
"Bouchard Pere & Fils Montrachet Grand Cru, Cote de Beaune, France",2009,"
€456
",Bouchard Pere & Fils,Le Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13 - 14%
"Joseph Phelps Vineyards Backus Vineyard Cabernet Sauvignon, Oakville, USA",2009,"
€209
",Joseph Phelps Vineyards,Oakville,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,13 - 15%
"Fattoria Galardi Terra di Lavoro Roccamonfina IGT, Campania, Italy",2007,"
€63
",Galardi,Roccamonfina IGT,"
Italy
",Aglianico - Piedirosso,Beef and Venison,Red - Bold and Structured,13 - 14%
"The Vineyardist Cabernet Sauvignon, Diamond Mountain District, USA",2013,"
€226
",The Vineyardist,Diamond Mountain District,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Sine Qua Non Patine Grenache, California, USA",2011,"
€425
",Sine Qua Non,California,"
USA
",Grenache (Garnacha),Lamb,Red - Rich and Intense,
"Chateau Belair-Monange, Saint-Emilion Grand Cru, France",2015,"
€170
",Chateau Belair-Monange,Saint-Emilion Grand Cru,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 14%
"Lucien Le Moine Grands-Echezeaux Grand Cru, Cote de Nuits, France",2010,"
€289
",Lucien Le Moine,Grands-Echezeaux,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Sine Qua Non Stein Grenache, Central Coast, USA",2012,"
$340
",Sine Qua Non,Central Coast,"
USA
",Grenache (Garnacha),Lamb,Red - Rich and Intense,
"Futo 5500 SLD Estate Cabernet Sauvignon, Stags Leap District, USA",2013,"
€373
","Stags Leap District,
Napa Valley, ,
Napa County, ,
North Coast, ,
California, ,
USA
",Cabernet Sauvignon,Cabernet Sauvignon,,,,
"Larkmead Vineyards The Lark, Napa Valley, USA",2009,"
€315
",Larkmead Vineyards,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Sine Qua Non Dark Blossom Grenache, Central Coast, USA",2011,"
€304
",Sine Qua Non,Central Coast,"
USA
",Grenache (Garnacha),Lamb,Red - Rich and Intense,
"Larkmead Vineyards The Lark, Napa Valley, USA",2013,"
€353
",Larkmead Vineyards,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Sine Qua Non Five Shooter Grenache, California, USA",2010,"
€335
",Sine Qua Non,California,"
USA
",Grenache (Garnacha),Lamb,Red - Rich and Intense,
"Case Basse di Gianfranco Soldera Toscana IGT, Tuscany, Italy",2002,"
€562
",Case Basse di Gianfranco Soldera,Toscana IGT,"
Italy
",Sangiovese,Beef and Venison,Red - Bold and Structured,13 - 14%
"Domaine du Comte Liger-Belair La Romanee Grand Cru, Cote de Nuits, France",2014,"
€3,897
","La Romanee,
Vosne-Romanee, ,
Cote de Nuits, ,
Burgundy, ,
France
",Pinot Noir,Pinot Noir,,,,
"Larkmead Vineyards The Lark, Napa Valley, USA",2014,"
€287
","Napa Valley,
Napa County, ,
North Coast, ,
California, ,
USA
",Cabernet Sauvignon,Cabernet Sauvignon,,,,
"Domaine Georges & Christophe Roumier Bonnes-Mares Grand Cru, Cote de Nuits, France",2008,"
€1,013
",Domaine G. Roumier,Bonnes-Mares,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,12 - 13%
"Domaine Comte Georges de Vogue Musigny Grand Cru 'Cuvee Vieilles Vignes', Cote de Nuits, France",2005,"
€1,340
",Domaine Comte Georges de Vogue,Le Musigny,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,12%
"Domaine Leroy Musigny Grand Cru, Cote de Nuits, France",2012,"
€16,348
",Domaine Leroy,Le Musigny,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Harlan Estate, Napa Valley, USA",2011,"
€754
",Harlan Estate,Napa Valley,"
USA
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,13 - 14%
"Domaine Comte Georges de Vogue Musigny Grand Cru 'Cuvee Vieilles Vignes', Cote de Nuits, France",2012,"
€708
",Domaine Comte Georges de Vogue,Le Musigny,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,12%
"Chateau Lafleur, Pomerol, France",2009,"
$1,479
",Chateau Lafleur,Pomerol,"
France
",Cabernet Franc - Merlot,Beef and Venison,Red - Savory and Classic,12 - 14%
"Dana Estates Lotus Vineyard Cabernet Sauvignon, Napa Valley, USA",2012,"
€558
",Dana Estates,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Tenuta San Guido Sassicaia Bolgheri, Tuscany, Italy",2008,"
€200
",Tenuta San Guido - Sassicaia,Bolgheri,"
Italy
",Cabernet Franc - Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,12 - 14%
"The Hilt Old Guard Pinot Noir, Santa Barbara County, USA",2015,"
€53
","Santa Barbara County,
Central Coast, ,
California, ,
USA
",Pinot Noir,Pinot Noir,,,,
"Sine Qua Non The Line Grenache, California, USA",2008,"
€324
",Sine Qua Non,California,"
USA
",Grenache (Garnacha),Lamb,Red - Rich and Intense,15%
"Domaine Dugat-Py Mazis-Chambertin Grand Cru, Cote de Nuits, France",2012,"
€628
",Dugat-Py,Mazis-Chambertin,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Chateau Lafite Rothschild, Pauillac, France",2009,"
€1,056
",Chateau Lafite Rothschild,Pauillac,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 13%
"Chateau Lafite Rothschild, Pauillac, France",2010,"
€1,007
",Chateau Lafite Rothschild,Pauillac,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 13%
"Chateau Ausone, Saint-Emilion Grand Cru, France",2010,"
€1,374
",Chateau Ausone,Saint-Emilion Grand Cru,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 14%
"Chateau Mouton Rothschild, Pauillac, France",2014,"
€453
",Chateau Mouton Rothschild,Pauillac,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 13%
"Chateau Mouton Rothschild, Pauillac, France",2006,"
€595
",Chateau Mouton Rothschild,Pauillac,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 13%
"Weingut Keller Niersteiner Pettenthal Riesling Beerenauslese, Rheinhessen, Germany",2013,"
€256
","Nierstein,
Rheinterrasse, ,
Rheinhessen, ,
Germany
",Riesling,Riesling,,,,
"Weingut Franz & Andrea Proidl 'vom Urgestein' Riesling Trockenbeerenauslese, Kremstal, Austria",2012,"
€91
","Kremstal,
Austria
",Riesling,Riesling,,,,
"Abreu Vineyard Madrona Ranch Cabernet Sauvignon, Napa Valley, USA",2009,"
€395
",Abreu Vineyards,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France",2009,"
€1,015
",Chateau Cheval Blanc,Saint-Emilion Grand Cru,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,11 - 15%
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France",2011,"
€16,162
",Domaine de la Romanee-Conti,Romanee-Conti,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France",2012,"
€455
",Chateau Cheval Blanc,Saint-Emilion Grand Cru,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,11 - 15%
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France",2013,"
€16,673
",Domaine de la Romanee-Conti,Romanee-Conti,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Opus One, Napa Valley, USA",2010,"
€406
",Opus One,Napa Valley,"
USA
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,12 - 14%
"Turley Wine Cellars Library Vineyard Petite Sirah, Napa Valley, USA",2010,"
€83
",Turley Wine Cellars,Napa Valley,"
USA
",Petite Sirah (Durif),Lamb,Red - Rich and Intense,14 - 15%
"Chateau Margaux, Margaux, France",2014,"
€434
",Chateau Margaux,Margaux,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 14%
"Tenuta San Guido Sassicaia Bolgheri, Tuscany, Italy",2013,"
€172
",Tenuta San Guido - Sassicaia,Bolgheri,"
Italy
",Cabernet Franc - Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,12 - 14%
"Chateau Haut-Brion, Pessac-Leognan, France",2014,"
€349
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 15%
"Chateau Haut-Brion, Pessac-Leognan, France",2012,"
€430
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 15%
"Tenuta San Guido Sassicaia Bolgheri, Tuscany, Italy",2009,"
€189
",Tenuta San Guido - Sassicaia,Bolgheri,"
Italy
",Cabernet Franc - Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,12 - 14%
"Petrus, Pomerol, France",2009,"
€3,450
",Petrus,Pomerol,"
France
",Merlot,Beef and Venison,Red - Savory and Classic,13 - 15%
"Domaine Zind-Humbrecht Pinot Gris Clos Jebsal Selection de Grains Nobles Trie Speciale, Alsace, France",2009,"
€149
",Domaine Zind-Humbrecht,Clos Jebsal,"
France
",Pinot Gris,Fruit-based Desserts,Dessert - Lush and Balanced,
"Chateau Lafite Rothschild, Pauillac, France",2015,"
€614
",Chateau Lafite Rothschild,Pauillac,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 13%
"Lucien Le Moine Chevalier-Montrachet Grand Cru, Cote de Beaune, France",2014,"
€573
","Chevalier-Montrachet,
Puligny-Montrachet, ,
Cote de Beaune, ,
Burgundy, ,
France
",Chardonnay,Chardonnay,,,,
"Abreu Vineyard Howell Mountain Red, Napa Valley, USA",2009,"
€339
",Abreu Vineyards,Howell Mountain,"
USA
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,
"Sine Qua Non Five Shooter Syrah, California, USA",2010,"
€344
",Sine Qua Non,California,"
USA
",Syrah,Lamb,Red - Rich and Intense,
"Vine Hill Ranch 'VHR' Cabernet Sauvignon, Napa Valley, USA",2013,"
€175
",Vine Hill Ranch VHR,Napa Valley,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,14%
"Chateau d'Yquem, Sauternes, France",2014,"
€316
",Chateau d'Yquem,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,12 - 14%
"Petrus, Pomerol, France",2015,"
€3,707
",Petrus,Pomerol,"
France
",Merlot,Beef and Venison,Red - Savory and Classic,13 - 15%
"Kongsgaard Syrah, Napa Valley, USA",2014,"
€182
","Napa Valley,
Napa County, ,
North Coast, ,
California, ,
USA
",Syrah,Syrah,,,,
"Isole e Olena Collezione Privata Cabernet Sauvignon Toscana IGT, Tuscany, Italy",2010,"
€53
",Isole e Olena,Toscana IGT,"
Italy
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,13 - 14%
"Abreu Vineyard Cappella Proprietary Red, Napa Valley, USA",2013,"
€501
",Abreu Vineyards,Napa Valley,"
USA
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,
"Dana Estates Helms Vineyard Cabernet Sauvignon, Rutherford, USA",2010,"
33,428Rb
",Dana Estates,Rutherford,"
USA
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,
