"Domaine Leroy Richebourg Grand Cru, Cote de Nuits, France",2014,"
€4,730
","Richebourg,
Vosne-Romanee, ,
Cote de Nuits, ,
Burgundy, ,
France
",Pinot Noir,Pinot Noir,,,,
"Chateau Gilette Creme de Tete, Sauternes, France",1961,"
€390
",Gonet-Medeville,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,14%
"Egly-Ouriet Grand Cru Brut, Champagne, France",2003,"
€150
",Egly-Ouriet,Champagne Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Egly-Ouriet Grand Cru Brut, Champagne, France",2005,"
€112
",Egly-Ouriet,Champagne Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Chateau Cheval Blanc, Saint-Emilion Grand Cru, France",1998,"
€711
",Chateau Cheval Blanc,Saint-Emilion Grand Cru,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,11 - 15%
"Domaine Zind-Humbrecht Riesling Brand Vendange Tardive, Alsace Grand Cru, France",2006,"
€75
",Domaine Zind-Humbrecht,Brand,"
France
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,11%
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France",2006,93,"Le Chambertin,
Gevrey-Chambertin, ,
Cote de Nuits, ,
Burgundy, ,
France
",Pinot Noir,Pinot Noir,,,,
"Domaine Cazes Rivesaltes Cuvee Aime Cazes, Languedoc-Roussillon, France",1973,"
€102
",Domaine Cazes,Rivesaltes,"
France
",Grenache Blanc,Fruit-based Desserts,Dessert - Lush and Balanced,15%
"Krug Clos d'Ambonnay, Champagne, France",1996,"
€2,588
",Krug,Champagne Blanc de Noirs,"
France
",Pinot Noir,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France",2013,96,"Le Chambertin,
Gevrey-Chambertin, ,
Cote de Nuits, ,
Burgundy, ,
France
",Pinot Noir,Pinot Noir,,,,
"Philipponnat Clos des Goisses Extra Brut, Champagne, France",2006,"
€142
",Philipponnat,Champagne Extra Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,3 - 13%
"Philipponnat Clos des Goisses Extra Brut, Champagne, France",2005,"
€136
",Philipponnat,Champagne Extra Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,3 - 13%
"Domaine de Chevalier Blanc, Pessac-Leognan, France",2011,"
€86
",Domaine de Chevalier,Pessac-Leognan,"
France
",Bordeaux Blend White,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Domaine Leroy Chambertin Grand Cru, Cote de Nuits, France",2007,"
€5,529
",Domaine Leroy,Le Chambertin,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Domaine de Chevalier Blanc, Pessac-Leognan, France",2010,"
€102
",Domaine de Chevalier,Pessac-Leognan,"
France
",Bordeaux Blend White,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Domaine Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France",2007,"
€3,944
",Domaine Leroy,Romanee-Saint-Vivant,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Domaine Leroy Corton-Charlemagne Grand Cru, Cote de Beaune, France",2006,"
€3,267
",Domaine Leroy,Corton-Charlemagne,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,
"Domaine Ramonet Montrachet Grand Cru, Cote de Beaune, France",2011,"
€1,863
",Domaine Ramonet,Le Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,
"Domaine du Pegau Chateauneuf-du-Pape Cuvee da Capo, Rhone, France",1998,"
€665
",Domaine Du Pegau,Chateauneuf-du-Pape,"
France
",Southern Rhone Red Blend,Lamb,Red - Rich and Intense,15 - 16%
"E. Guigal Cote Rotie La Landonne, Rhone, France",2012,"
€347
",E. Guigal,Cote Rotie,"
France
",Syrah,Lamb,Red - Bold and Structured,13%
"Chateau de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin, Rhone, France",2005,"
€419
",Chateau de Beaucastel,Chateauneuf-du-Pape,"
France
",Southern Rhone Red Blend,Lamb,Red - Rich and Intense,
"Louis Roederer Cristal Rose Brut Millesime, Champagne, France",1995,"
€679
",Louis Roederer,Champagne Rose,"
France
",Chardonnay - Pinot Noir,Meaty and Oily Fish,Sparkling - Berries and Cream,12%
"Chateau Suduiraut, Sauternes, France",2015,"
€65
","Sauternes,
Bordeaux, ,
France
",Sauvignon Blanc - Semillon,Sauvignon Blanc - Semillon,,,,
"Domaine Zind-Humbrecht Pinot Gris Clos Windsbuhl Vendange Tardive, Alsace, France",2005,"
€87
",Domaine Zind-Humbrecht,Clos Windsbuhl,"
France
",Pinot Gris,Fruit-based Desserts,Dessert - Lush and Balanced,13%
"Domaine Leroy Romanee-Saint-Vivant Grand Cru, Cote de Nuits, France",2011,"
€5,572
",Domaine Leroy,Romanee-Saint-Vivant,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Domaine Leroy Musigny Grand Cru, Cote de Nuits, France",2009,"
€15,774
",Domaine Leroy,Le Musigny,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Chateau Suduiraut, Sauternes, France",2007,"
€68
",Chateau Suduiraut,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,13 - 14%
"Chateau Haut-Bailly, Pessac-Leognan, France",2010,"
€149
",Chateau Haut-Bailly,Pessac-Leognan,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 14%
"Krug Clos du Mesnil Blanc de Blancs Brut, Champagne, France",2000,"
€889
",Krug,Champagne Blanc de Blancs,"
France
",Chardonnay,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Domaine du Comte Liger-Belair La Romanee Grand Cru, Cote de Nuits, France",2007,"
€3,653
",Domaine du Comte Liger-Belair,La Romanee,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Domaine Georges & Christophe Roumier Bonnes-Mares Grand Cru, Cote de Nuits, France",2008,"
$1,095
",Domaine G. Roumier,Bonnes-Mares,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,12 - 13%
"Chateau Haut-Brion, Pessac-Leognan, France",2010,"
€909
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 15%
"Domaine de la Romanee-Conti Montrachet Grand Cru, Cote de Beaune, France",2004,"
€6,720
",Domaine de la Romanee-Conti,Le Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,14%
"E. Guigal Cote Rotie La Landonne, Rhone, France",2010,"
€446
",E. Guigal,Cote Rotie,"
France
",Syrah,Lamb,Red - Bold and Structured,13%
"Chateau Trotanoy, Pomerol, France",2009,"
$331
",Chateau Trotanoy,Pomerol,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,13 - 15%
"Domaine du Clos de Tart 'Clos de Tart' Grand Cru Monopole, Cote de Nuits, France",2003,"
€377
",Clos de Tart,Clos de Tart,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13 - 14%
"Domaine du Clos de Tart 'Clos de Tart' Grand Cru Monopole, Cote de Nuits, France",2004,"
€300
",Clos de Tart,Clos de Tart,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13 - 14%
"Domaine du Comte Liger-Belair La Romanee Grand Cru, Cote de Nuits, France",2013,"
€4,216
",Domaine du Comte Liger-Belair,La Romanee,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Domaine Armand Rousseau Pere et Fils Chambertin Clos-de-Beze Grand Cru, Cote de Nuits, France",2009,"
€2,393
",Domaine Armand Rousseau,Chambertin Clos-de-Beze,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,12 - 13%
"Domaine du Clos de Tart 'Clos de Tart' Grand Cru Monopole, Cote de Nuits, France",2005,"
€564
",Clos de Tart,Clos de Tart,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13 - 14%
"Domaine Armand Rousseau Pere et Fils Chambertin Clos-de-Beze Grand Cru, Cote de Nuits, France",2010,"
€2,391
",Domaine Armand Rousseau,Chambertin Clos-de-Beze,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,12 - 13%
"Domaine de Chevalier, Pessac-Leognan, France",2010,"
€85
",Domaine de Chevalier,Pessac-Leognan,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 14%
"Dom Perignon Rose, Champagne, France",2003,"
€290
",Dom Perignon,Champagne Rose,"
France
",Champagne Blend,Meaty and Oily Fish,Sparkling - Berries and Cream,12%
"E. Guigal Cote Rotie La Turque, Rhone, France",2003,"
€569
",E. Guigal,Cote Rotie,"
France
",Syrah - Viognier,Lamb,Red - Bold and Structured,13%
"Clos Haut-Peyraguey, Sauternes, France",2005,"
€35
",Clos Haut-Peyraguey,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,13 - 14%
"M. Chapoutier Ermitage Le Pavillon, Rhone, France",2014,"
€290
","Hermitage,
Rhone, ,
France
",Syrah,Syrah,,,,
"Chateau de Valandraud, Saint-Emilion Grand Cru, France",1998,"
€265
",Chateau de Valandraud,Saint-Emilion Grand Cru,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,14 - 15%
"E. Guigal Cote Rotie La Turque, Rhone, France",2011,"
€299
",E. Guigal,Cote Rotie,"
France
",Syrah - Viognier,Lamb,Red - Bold and Structured,13%
"Domaine Dujac Clos de la Roche Grand Cru, Cote de Nuits, France",1996,"
€1,210
",Domaine Dujac,Clos de la Roche,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Chateau Climens, Barsac, France",2009,"
$123
",Chateau Climens,Barsac,"
France
",Semillon,Fruit-based Desserts,Dessert - Lush and Balanced,13 - 15%
"Jacques Selosse Blanc de Blancs Grand Cru Millesime, Champagne, France",1998,"
€903
",Jacques Selosse Estate,Champagne Blanc de Blancs,"
France
",Chardonnay,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Domaine Dujac Clos Saint-Denis Grand Cru, Cote de Nuits, France",2007,"
€469
",Domaine Dujac,Clos Saint-Denis,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Charles Heidsieck Blanc des Millenaires, Champagne, France",1995,"
€152
",Champagne Charles Heidsieck,Champagne Blanc de Blancs,"
France
",Chardonnay,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Chateau Climens, Barsac, France",2001,"
€232
",Chateau Climens,Barsac,"
France
",Semillon,Fruit-based Desserts,Dessert - Lush and Balanced,13 - 15%
"Domaine Leflaive Batard-Montrachet Grand Cru, Cote de Beaune, France",2004,"
€442
",Domaine Leflaive,Batard-Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13 - 14%
"Chateau Trotanoy, Pomerol, France",2015,"
€267
","Pomerol,
Bordeaux, ,
France
",Bordeaux Blend Red,Bordeaux Blend Red,,,,
"Rene et Vincent Dauvissat-Camus Les Clos, Chablis Grand Cru, France",2009,"
€207
",Rene et Vincent Dauvissat-Camus,Chablis Grand Cru Les Clos,"
France
",Chardonnay,"Shellfish, Crab and Lobster",White - Green and Flinty,13%
"Rene et Vincent Dauvissat-Camus Les Clos, Chablis Grand Cru, France",2010,"
€192
",Rene et Vincent Dauvissat-Camus,Chablis Grand Cru Les Clos,"
France
",Chardonnay,"Shellfish, Crab and Lobster",White - Green and Flinty,13%
"La Mondotte, Saint-Emilion Grand Cru, France",1998,"
€281
",La Mondotte,Saint-Emilion Grand Cru,"
France
",Cabernet Franc - Merlot,Beef and Venison,Red - Savory and Classic,14%
"Rene et Vincent Dauvissat-Camus Les Clos, Chablis Grand Cru, France",2007,"
€216
",Rene et Vincent Dauvissat-Camus,Chablis Grand Cru Les Clos,"
France
",Chardonnay,"Shellfish, Crab and Lobster",White - Green and Flinty,13%
"Clos Rougeard Saumur-Champigny Le Bourg, Loire, France",2008,"
€449
",Clos Rougeard,Saumur-Champigny,"
France
",Cabernet Franc,Beef and Venison,Red - Savory and Classic,
"La Mondotte, Saint-Emilion Grand Cru, France",2009,"
€604
",La Mondotte,Saint-Emilion Grand Cru,"
France
",Cabernet Franc - Merlot,Beef and Venison,Red - Savory and Classic,14%
"Domaine Leroy Les Beaux Monts, Vosne-Romanee Premier Cru, France",2008,"
€1,524
",Domaine Leroy,Vosne-Romanee Les Beaux Monts,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Meo-Camuzet Clos de Vougeot Grand Cru, Cote de Nuits, France",2009,"
€264
",Domaine Meo-Camuzet,Clos de Vougeot,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Rene et Vincent Dauvissat-Camus Les Clos, Chablis Grand Cru, France",2005,"
€206
",Rene et Vincent Dauvissat-Camus,Chablis Grand Cru Les Clos,"
France
",Chardonnay,"Shellfish, Crab and Lobster",White - Green and Flinty,13%
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2005,"
€895
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Sauvignon Blanc - Semillon,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Clos Rougeard Saumur-Champigny Le Bourg, Loire, France",2005,"
€577
",Clos Rougeard,Saumur-Champigny,"
France
",Cabernet Franc,Beef and Venison,Red - Savory and Classic,
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2006,"
€785
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Sauvignon Blanc - Semillon,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2009,"
€1,005
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Sauvignon Blanc - Semillon,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Domaine Leflaive Batard-Montrachet Grand Cru, Cote de Beaune, France",2005,"
€532
",Domaine Leflaive,Batard-Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13 - 14%
"Meo-Camuzet Clos de Vougeot Grand Cru, Cote de Nuits, France",2014,"
€223
",Domaine Meo-Camuzet,Clos de Vougeot,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2004,"
€756
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Sauvignon Blanc - Semillon,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Louis Latour Corton-Charlemagne Grand Cru, Cote de Beaune, France",2013,"
€118
",Louis Latour,Corton-Charlemagne,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13 - 14%
"F E Trimbach Gewurztraminer Selection de Grains Nobles, Alsace, France",2007,"
€137
",Maison Trimbach,Alsace,"
France
",Gewurztraminer,Fruit-based Desserts,Dessert - Lush and Balanced,
"Hugel & Fils Gewurztraminer Selection de Grains Nobles, Alsace, France",2005,"
€74
",Famille Hugel,Alsace,"
France
",Gewurztraminer,Fruit-based Desserts,Dessert - Lush and Balanced,11 - 12%
"Veuve Clicquot Ponsardin Cave Privee Collection Brut Rose, Champagne, France",1990,"
€226
",Veuve Clicquot,Champagne Rose,"
France
",Champagne Blend,Meaty and Oily Fish,Sparkling - Berries and Cream,12%
"Leroy Domaine d'Auvenay Batard-Montrachet Grand Cru, Cote de Beaune, France",2012,"
€5,678
","Batard-Montrachet,
Puligny-Montrachet, ,
Cote de Beaune, ,
Burgundy, ,
France
",Chardonnay,Chardonnay,,,,
"Veuve Clicquot Ponsardin Cave Privee Collection Brut, Champagne, France",1989,"
€187
",Veuve Clicquot,Champagne Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Domaine Zind-Humbrecht Riesling Clos Windsbuhl, Alsace, France",2006,"
€34
",Domaine Zind-Humbrecht,Clos Windsbuhl,"
France
",Riesling,Meaty and Oily Fish,White - Green and Flinty,12 - 13%
"Domaine Zind-Humbrecht Gewurztraminer Hengst, Alsace Grand Cru, France",2012,"
€54
",Domaine Zind-Humbrecht,Hengst,"
France
",Gewurztraminer,"Duck, Goose and Game Birds",White - Aromatic and Floral,13 - 16%
"Veuve Clicquot Ponsardin Cave Privee Collection Brut Rose, Champagne, France",1989,"
€245
",Veuve Clicquot,Champagne Rose,"
France
",Champagne Blend,Meaty and Oily Fish,Sparkling - Berries and Cream,12%
"Didier Dagueneau Sancerre 'Le Mont Damne', Loire, France",2007,"
€123
",Didier Dagueneau,Sancerre,"
France
",Sauvignon Blanc,Meaty and Oily Fish,White - Green and Flinty,
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France",2010,"
€60
",Marcel Deiss,Altenberg de Bergheim,"
France
",Rare White Blend,"Duck, Goose and Game Birds",White - Aromatic and Floral,12 - 13%
"Domaine Marcel Deiss Altenberg de Bergheim, Alsace Grand Cru, France",2012,"
€54
",Marcel Deiss,Altenberg de Bergheim,"
France
",Rare White Blend,"Duck, Goose and Game Birds",White - Aromatic and Floral,12 - 13%
"Denis Dubourdieu Chateau Doisy-Daene L'Extravagant de Doisy-Daene, Sauternes, France",2005,"
€348
",Chateau Doisy-Daene,Barsac,"
France
",Sauvignon Blanc - Semillon,Fruit-based Desserts,Dessert - Lush and Balanced,12%
"Bouchard Pere & Fils La Cabotte Chevalier-Montrachet Grand Cru, Cote de Beaune, France",2012,"
€436
",Bouchard Pere & Fils,Chevalier-Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13 - 14%
"Domaine Francois Raveneau Les Clos, Chablis Grand Cru, France",2012,95,"Chablis Grand Cru Les Clos,
Chablis Grand Cru, ,
Chablis, ,
Burgundy, ,
France
",Chardonnay,Chardonnay,,,,
"Domaine Huet Vouvray 'Clos du Bourg' Premiere Trie Moelleux, Loire, France",2005,"
€75
",Domaine Huet,Vouvray Moelleux,"
France
",Chenin Blanc,Fruit-based Desserts,Dessert - Lush and Balanced,11 - 13%
"Egly-Ouriet Coteaux Champenois Ambonnay Rouge 'Cuvee des Grands Cotes' Vieilles Vignes, Champagne, France",2009,92,"Coteaux Champenois,
Champagne, ,
France
",Pinot Noir,Pinot Noir,,,,
"Chateau Haut-Brion Blanc, Pessac-Leognan, France",2010,"
€983
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Sauvignon Blanc - Semillon,Meaty and Oily Fish,White - Green and Flinty,12 - 14%
"Leroy Domaine d'Auvenay Les Gouttes d'Or, Meursault Premier Cru, France",2005,"
€2,632
",Domaine d'Auvenay,Meursault Les Gouttes d'Or,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,
"Didier Dagueneau Pouilly-Fume Asteroide, Loire, France",2008,"
€1,080
",Didier Dagueneau,Pouilly-Fume,"
France
",Sauvignon Blanc,Meaty and Oily Fish,White - Green and Flinty,
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France",2008,"
€812
",Louis Jadot,Chevalier-Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13%
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France",2009,"
€18,715
",Domaine de la Romanee-Conti,Romanee-Conti,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France",2010,"
€298
",Louis Jadot,Chevalier-Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13%
"Louis Jadot Domaine des Heritiers Les Demoiselles Chevalier-Montrachet Grand Cru, Cote de Beaune, France",2011,"
€269
",Louis Jadot,Chevalier-Montrachet,"
France
",Chardonnay,Chicken and Turkey,White - Buttery and Complex,13%
"Chateau Climens, Barsac, France",1997,"
€97
",Chateau Climens,Barsac,"
France
",Semillon,Fruit-based Desserts,Dessert - Lush and Balanced,13 - 15%
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France",2010,"
€19,019
",Domaine de la Romanee-Conti,Romanee-Conti,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
"Chateau Haut-Brion, Pessac-Leognan, France",1998,"
€511
",Chateau Haut-Brion,Pessac-Leognan,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 15%
"Chateau d'Yquem, Sauternes, France",2015,"
€328
",Chateau d'Yquem,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,12 - 14%
"Chateau d'Yquem, Sauternes, France",1997,"
€308
",Chateau d'Yquem,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,12 - 14%
"Domaine de la Romanee-Conti Romanee-Conti Grand Cru, Cote de Nuits, France",2014,"
€15,953
",Domaine de la Romanee-Conti,Romanee-Conti,"
France
",Pinot Noir,"Duck, Goose and Game Birds",Red - Savory and Classic,13%
