"Felton Road Block 5 Pinot Noir, Bannockburn, New Zealand",2011,"
€60
",Felton Road,Bannockburn,"
New Zealand
",Pinot Noir,"Duck, Goose and Game Birds",Red - Bold and Structured,13 - 14%
"Penfolds St. Henri Shiraz, South Australia",2012,"
€84
",Penfolds,South Australia,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,13 - 14%
"Trinity Hill Homage Syrah, Gimblett Gravels, New Zealand",2014,"
€70
",Trinity Hill Wines,Gimblett Gravels,"
New Zealand
",Syrah,Beef and Venison,Red - Bold and Structured,13 - 14%
"Church Road Tom Merlot - Cabernet Sauvignon, Hawke's Bay, New Zealand",2013,"
€110
",Church Road Winery,Hawkes Bay,"
New Zealand
",Cabernet Sauvignon - Merlot,Beef and Venison,Red - Bold and Structured,14%
"Ata Rangi Pinot Noir, Martinborough, New Zealand",2014,"
€53
",Ata Rangi,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Penfolds Bin 169 Cabernet Sauvignon, Coonawarra, Australia",2010,"
€205
",Penfolds,Coonawarra,"
Australia
",Cabernet Sauvignon,Beef and Venison,Red - Rich and Intense,14 - 15%
"Escarpment Kupe Pinot Noir, Martinborough, New Zealand",2014,"
€53
","Martinborough,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Penfolds Grange Bin 95, Australia",1986,"
€603
",Penfolds,Australia,Australia,Shiraz,Beef and Venison,Red - Rich and Intense,11 - 14%
"Penfolds Grange Bin 95, Australia",1987,"
29,239Rb
",Penfolds,Australia,Australia,Shiraz,Beef and Venison,Red - Rich and Intense,11 - 14%
"Te Mata Estate Coleraine, Hawke's Bay, New Zealand",2014,"
€54
","Hawkes Bay,
New Zealand
",Bordeaux Blend Red,Bordeaux Blend Red,,,,
"Penfolds Yattarna 'Bin 144' Chardonnay, South Australia",2010,"
€122
",Penfolds,South Australia,"
Australia
",Chardonnay,Mushrooms,White - Buttery and Complex,12 - 14%
name,vintage,avg_price,producer,region/appellation,country,blend,pairing,style,alcohol
"Pegasus Bay Prima Donna Pinot Noir, Waipara, New Zealand",2010,"
€62
",Pegasus Bay Winery,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Craggy Range Aroha Pinot Noir, Martinborough, New Zealand",2012,"
€62
",Craggy Range Winery,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Villa Maria Single Vineyard Southern Clays Pinot Noir, Marlborough, New Zealand",2014,"
€29
","Marlborough,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Turkey Flat Vineyards Shiraz, Barossa Valley, Australia",2005,"
€50
",Turkey Flat Vineyards,Barossa Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,14 - 15%
"Elderton Command Single Vineyard Shiraz, Barossa Valley, Australia",2000,"
€73
",Elderton Wines,Barossa Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,14 - 15%
"Ata Rangi Pinot Noir, Martinborough, New Zealand",2006,"
€69
",Ata Rangi,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Villa Maria Single Vineyard Taylors Pass Pinot Noir, Marlborough, New Zealand",2014,"
€39
","Awatere Valley,
Marlborough, ,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Sacred Hill Brokenstone, Hawke's Bay, New Zealand",2013,"
€48
","Hawkes Bay,
New Zealand
",Cabernet - Merlot - Syrah,Cabernet - Merlot - Syrah,,,,
"Felton Road Block 2 Chardonnay, Bannockburn, New Zealand",2011,"
€54
",Felton Road,Bannockburn,"
New Zealand
",Chardonnay,Chicken and Turkey,White - Tropical and Balanced,13 - 14%
"Craggy Range Le Sol Syrah, Gimblett Gravels, New Zealand",2008,"
€63
",Craggy Range Winery,Gimblett Gravels,"
New Zealand
",Syrah,Beef and Venison,Red - Bold and Structured,13 - 15%
"Sacred Hill Helmsman Cabernet - Merlot, Hawke's Bay, New Zealand",2013,"
€58
","Hawkes Bay,
New Zealand
",Bordeaux Blend Red,Bordeaux Blend Red,,,,
"Puriri Hills Reserve, Clevedon, New Zealand",2010,"
€50
",Puriri Hills Vineyard,Clevedon,"
New Zealand
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,13 - 14%
"Wynns Coonawarra Estate Black Label Cabernet Sauvignon, Coonawarra, Australia",2014,"
€22
",Wynns Coonawarra Estate,Coonawarra,"
Australia
",Cabernet Sauvignon,Beef and Venison,Red - Rich and Intense,12 - 14%
"Dry River Pinot Gris, Martinborough, New Zealand",2011,"
€44
",Dry River Wines,Martinborough,"
New Zealand
",Pinot Gris,Pork,White - Aromatic and Floral,13 - 14%
"Framingham Select Riesling, Marlborough, New Zealand",2016,"
€20
","Marlborough,
New Zealand
",Riesling,Riesling,,,,
"Akarua 'The Siren' Pinot Noir, Bannockburn, New Zealand",2012,"
€77
",Akarua Winery,Bannockburn,"
New Zealand
",Pinot Noir,"Duck, Goose and Game Birds",Red - Bold and Structured,14%
"Stonecroft Reserve Syrah, Gimblett Gravels, New Zealand",2014,"
$42
","Gimblett Gravels,
Hawkes Bay, ,
New Zealand
",Syrah,Syrah,,,,
"Dom Ruinart Rose Millesime, Champagne, France",1990,"
€263
",Champagne Ruinart,Champagne Rose,"
France
",Champagne Blend,Meaty and Oily Fish,Sparkling - Berries and Cream,12%
"Cullen Diana Madeline, Margaret River, Australia",2004,"
€92
",Cullen Wines,Margaret River,"
Australia
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,12 - 14%
"Cloudy Bay Te Koko Sauvignon Blanc, Marlborough, New Zealand",2012,"
€44
",Cloudy Bay Vineyards,Marlborough,"
New Zealand
",Sauvignon Blanc,Goats' Cheese and Feta,White - Green and Flinty,13 - 14%
"Stonyridge Vineyard Larose, Waiheke Island, New Zealand",1996,"
€211
",Stonyridge Vineyard,Waiheke Island,"
New Zealand
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,
"Penfolds RWT - Bin 798 Shiraz, Barossa Valley, Australia",2013,"
€114
",Penfolds,Barossa Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,13 - 15%
"Nautilus Estate Chardonnay, Marlborough, New Zealand",2014,"
€17
","Marlborough,
New Zealand
",Chardonnay,Chardonnay,,,,
"Peter Lehmann Stonewell Shiraz, Barossa Valley, Australia",2010,"
€46
",Peter Lehmann Wines,Barossa Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,14%
"Moss Wood Cabernet Sauvignon, Margaret River, Australia",2011,"
€81
",Moss Wood Wines,Margaret River,"
Australia
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,13 - 14%
"Penfolds St. Henri Shiraz, South Australia",2008,"
€87
",Penfolds,South Australia,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,13 - 14%
"Bollinger La Grande Annee Brut, Champagne, France",1996,"
€176
",Champagne Bollinger,Champagne Brut,"
France
",Chardonnay - Pinot Noir,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Penfolds Grange Bin 95, Australia",1999,"
€420
",Penfolds,Australia,Australia,Shiraz,Beef and Venison,Red - Rich and Intense,11 - 14%
"Cloudy Bay Te Koko Sauvignon Blanc, Marlborough, New Zealand",2007,"
€32
",Cloudy Bay Vineyards,Marlborough,"
New Zealand
",Sauvignon Blanc,Goats' Cheese and Feta,White - Green and Flinty,13 - 14%
"Penfolds Grange Bin 95, Australia",2007,"
£435
",Penfolds,Australia,Australia,Shiraz,Beef and Venison,Red - Rich and Intense,11 - 14%
"Rolly Gassmann Gewurztraminer Kappelweg de Rorschwihr Vendanges Tardives, Alsace, France",2000,93,"Alsace,
France
",Gewurztraminer,Gewurztraminer,,,,
"Felton Road Calvert Pinot Noir, Bannockburn, New Zealand",2011,"
€41
",Felton Road,Bannockburn,"
New Zealand
",Pinot Noir,"Duck, Goose and Game Birds",Red - Bold and Structured,13 - 14%
"Felton Road Calvert Pinot Noir, Bannockburn, New Zealand",2015,"
€48
",Felton Road,Bannockburn,"
New Zealand
",Pinot Noir,"Duck, Goose and Game Birds",Red - Bold and Structured,13 - 14%
"Wirra Wirra RSW Shiraz, McLaren Vale, Australia",2002,"
€48
",Wirra Wirra Vineyards,McLaren Vale,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,13 - 14%
"Marchesi Antinori Tignanello Toscana IGT, Tuscany, Italy",2000,"
€115
",Marchesi Antinori,Toscana IGT,"
Italy
",Cabernet - Sangiovese,Beef and Venison,Red - Bold and Structured,12 - 14%
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",2013,"
€59
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Mills Reef Trust Vineyard Elspeth Cabernet Sauvignon, Gimblett Gravels, New Zealand",2013,"
€33
",Mills Reef Winery,Gimblett Gravels,"
New Zealand
",Cabernet Sauvignon,Beef and Venison,Red - Bold and Structured,13 - 14%
"Palliser Estate Pinot Noir, Martinborough, New Zealand",2014,"
€29
",Palliser Estate Wines,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Te Mata Estate Coleraine, Hawke's Bay, New Zealand",2008,"
€63
",Te Mata Estate,Hawkes Bay,"
New Zealand
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,13 - 14%
"Dog Point Vineyard Section 94 Sauvignon Blanc, Marlborough, New Zealand",2010,"
€32
",Dog Point Vineyard,Marlborough,"
New Zealand
",Sauvignon Blanc,Goats' Cheese and Feta,White - Green and Flinty,13 - 14%
"Obsidian Reserve Syrah, Waiheke Island, New Zealand",2014,"
€44
","Waiheke Island,
New Zealand
",Syrah,Syrah,,,,
"Pegasus Bay Pinot Noir, Waipara Valley, New Zealand",2013,"
€37
",Pegasus Bay Winery,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Shaw + Smith Shiraz, Adelaide Hills, Australia",2007,92,"Adelaide Hills,
South Australia, ,
Australia
",Shiraz,Shiraz,,,,
"Penfolds Grange Bin 95, Australia",2008,"
€554
",Penfolds,Australia,Australia,Shiraz,Beef and Venison,Red - Rich and Intense,11 - 14%
"Dry River Pinot Noir, Martinborough, New Zealand",2008,"
€63
",Dry River Wines,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,12 - 14%
"Dry River Pinot Noir, Martinborough, New Zealand",2010,"
€61
",Dry River Wines,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,12 - 14%
"Trinity Hill Homage Syrah, Gimblett Gravels, New Zealand",2006,"
€99
",Trinity Hill Wines,Gimblett Gravels,"
New Zealand
",Syrah,Beef and Venison,Red - Bold and Structured,13 - 14%
"Trinity Hill Homage Syrah, Gimblett Gravels, New Zealand",2010,"
€73
",Trinity Hill Wines,Gimblett Gravels,"
New Zealand
",Syrah,Beef and Venison,Red - Bold and Structured,13 - 14%
"Dog Point Vineyard Section 94 Sauvignon Blanc, Marlborough, New Zealand",2013,"
€27
",Dog Point Vineyard,Marlborough,"
New Zealand
",Sauvignon Blanc,Goats' Cheese and Feta,White - Green and Flinty,13 - 14%
"Cloudy Bay Te Wahi Pinot Noir, Central Otago, New Zealand",2014,"
€60
",Cloudy Bay Vineyards,Central Otago,"
New Zealand
",Pinot Noir,"Duck, Goose and Game Birds",Red - Bold and Structured,14 - 16%
"Greystone Wines 'Thomas Brothers' Reserve Pinot Noir, Waipara, New Zealand",2012,"
€53
",Greystone Wines,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Greystone Wines 'Thomas Brothers' Reserve Pinot Noir, Waipara, New Zealand",2013,"
€64
",Greystone Wines,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Ata Rangi Pinot Noir, Martinborough, New Zealand",2009,"
€58
",Ata Rangi,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Two Paddocks Proprietor's Reserve The Fusilier Pinot Noir, Bannockburn, New Zealand",2014,"
€51
","Bannockburn,
Central Otago, ,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Dog Point Vineyard Section 94 Sauvignon Blanc, Marlborough, New Zealand",2012,"
€27
",Dog Point Vineyard,Marlborough,"
New Zealand
",Sauvignon Blanc,Goats' Cheese and Feta,White - Green and Flinty,13 - 14%
"Esk Valley Winemakers Reserve Merlot - Malbec - Cabernet Sauvignon, Gimblett Gravels, New Zealand",2013,"
€26
","Gimblett Gravels,
Hawkes Bay, ,
New Zealand
",Bordeaux Blend Red,Bordeaux Blend Red,,,,
"Puriri Hills Reserve, Clevedon, New Zealand",2008,"
€58
",Puriri Hills Vineyard,Clevedon,"
New Zealand
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,13 - 14%
"Felton Road Calvert Pinot Noir, Bannockburn, New Zealand",2014,"
€54
","Bannockburn,
Central Otago, ,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Dry River Pinot Gris, Martinborough, New Zealand",2015,"
€40
","Martinborough,
New Zealand
",Pinot Gris,Pinot Gris,,,,
"Gibbston Valley School House Pinot Noir, Bendigo, New Zealand",2014,"
€43
","Bendigo - New Zealand,
Central Otago, ,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Te Mata Estate Bullnose Syrah, Hawke's Bay, New Zealand",2013,"
€32
",Te Mata Estate,Hawkes Bay,"
New Zealand
",Syrah,Beef and Venison,Red - Bold and Structured,13 - 14%
"Howard Park Chardonnay, Western Australia",2009,"
€83
",Howard Park Wines,Western Australia,"
Australia
",Chardonnay,Mushrooms,White - Buttery and Complex,12 - 14%
"Greystone Wines 'Thomas Brothers' Reserve Pinot Noir, Waipara, New Zealand",2015,"
€52
","Waipara,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Maurice Vesselle Cuvee Reservee Grand Cru Brut, Champagne, France",NV,"
€37
",Champagne Maurice Vesselle,Champagne Brut,"
France
",Chardonnay - Pinot Noir,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Terra Sancta Slapjack Block Pinot Noir, Bannockburn, New Zealand",2012,"
€53
",Terra Sancta,Bannockburn,"
New Zealand
",Pinot Noir,"Duck, Goose and Game Birds",Red - Bold and Structured,13 - 14%
"Wynns Coonawarra Estate Alex 88 Cabernet Sauvignon, Coonawarra, Australia",2010,"
€49
",Wynns Coonawarra Estate,Coonawarra,"
Australia
",Cabernet Sauvignon,Beef and Venison,Red - Rich and Intense,13 - 14%
"Martinborough Vineyard 'Martinborough Terrace' Pinot Noir, New Zealand",2008,"
€27
",Martinborough Vineyard Estates,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,
"Gibbston Valley Reserve Pinot Noir, Central Otago, New Zealand",2014,"
€112
","Central Otago,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Felton Road Block 1 Riesling, Bannockburn, New Zealand",2010,91,"Bannockburn,
Central Otago, ,
New Zealand
",Riesling,Riesling,,,,
"BVE Barossa Valley Estate E & E Black Pepper Shiraz, Barossa Valley, Australia",2003,"
€70
",Barossa Valley Estate,Barossa Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,13 - 15%
"Felton Road Block 1 Riesling, Bannockburn, New Zealand",2012,"
€29
",Felton Road,Bannockburn,"
New Zealand
",Riesling,White Fish,White - Tropical and Balanced,8 - 10%
"Ata Rangi McCrone Block Pinot Noir, Martinborough, New Zealand",2013,"
€49
","Martinborough,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Felton Road Block 1 Riesling, Bannockburn, New Zealand",2015,"
€33
","Bannockburn,
Central Otago, ,
New Zealand
",Riesling,Riesling,,,,
"Felton Road Block 1 Riesling, Bannockburn, New Zealand",2011,91,"Bannockburn,
Central Otago, ,
New Zealand
",Riesling,Riesling,,,,
"Greystone Wines 'Thomas Brothers' Reserve Pinot Noir, Waipara, New Zealand",2011,"
€38
",Greystone Wines,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Giesen 'Clayvin' Single Vineyard Selection Pinot Noir, Marlborough, New Zealand",2012,"
€60
",Giesen,Marlborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Sacred Hill Riflemans Chardonnay, Hawke's Bay, New Zealand",2014,"
€34
",Sacred Hill Wines,Hawkes Bay,"
New Zealand
",Chardonnay,Mushrooms,White - Buttery and Complex,13 - 14%
"Sacred Hill Riflemans Chardonnay, Hawke's Bay, New Zealand",2015,"
€42
","Hawkes Bay,
New Zealand
",Chardonnay,Chardonnay,,,,
"Dry River Craighall Vineyard Riesling, Martinborough, New Zealand",2016,"
€32
","Martinborough,
New Zealand
",Riesling,Riesling,,,,
"Quartz Reef Methode Traditionnelle, Bendigo, New Zealand",2010,"
€28
","Bendigo - New Zealand,
Central Otago, ,
New Zealand
",Chardonnay - Pinot Noir,Chardonnay - Pinot Noir,,,,
"Greywacke Wild Sauvignon Blanc, Marlborough, New Zealand",2013,"
€24
",Greywacke,Marlborough,"
New Zealand
",Sauvignon Blanc,Goats' Cheese and Feta,White - Green and Flinty,13 - 14%
"Craggy Range The Quarry Cabernet Sauvignon, Gimblett Gravels, New Zealand",2009,92,"Gimblett Gravels,
Hawkes Bay, ,
New Zealand
",Bordeaux Blend Red,Bordeaux Blend Red,,,,
"Felton Road Block 1 Riesling, Bannockburn, New Zealand",2009,"
€36
",Felton Road,Bannockburn,"
New Zealand
",Riesling,White Fish,White - Tropical and Balanced,8 - 10%
"Felton Road Block 1 Riesling, Bannockburn, New Zealand",2014,"
€29
",Felton Road,Bannockburn,"
New Zealand
",Riesling,White Fish,White - Tropical and Balanced,8 - 10%
"Weingut Kerpen Wehlener Sonnenuhr Riesling Auslese, Mosel, Germany",2006,"
€57
",Weingut Kerpen,Wehlen,"
Germany
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,8 - 11%
"Seresin Sun & Moon Pinot Noir, Marlborough, New Zealand",2012,"
€54
","Marlborough,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Amisfield RKV - Rocky Knoll Vineyard Reserve Pinot Noir, Central Otago, New Zealand",2013,"
€87
","Central Otago,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Seresin Sun & Moon Pinot Noir, Marlborough, New Zealand",2013,"
€80
","Marlborough,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Gonzalez Byass Anada Palo Cortado Sherry, Andalucia, Spain",1982,"
€179
",Gonzalez Byass,Palo Cortado Sherry,"
Spain
",Palomino,Cheddar and Gruyere,Dessert - Dry and Nutty,20 - 21%
"Weingut Kerpen Wehlener Sonnenuhr Riesling Auslese, Mosel, Germany",2010,"
€40
",Weingut Kerpen,Wehlen,"
Germany
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,8 - 11%
"Fromm Clayvin Vineyard Pinot Noir, Marlborough, New Zealand",2013,"
€49
","Marlborough,
New Zealand
",Pinot Noir,Pinot Noir,,,,
"Ata Rangi Craighall Chardonnay, Martinborough, New Zealand",2013,"
€32
","Martinborough,
New Zealand
",Chardonnay,Chardonnay,,,,
"Esk Valley The Terraces, Hawke's Bay, New Zealand",2006,"
€67
",Esk Valley Estate,Hawkes Bay,"
New Zealand
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,12 - 13%
"Pegasus Bay Prima Donna Pinot Noir, Waipara, New Zealand",2012,"
€59
",Pegasus Bay Winery,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Pegasus Bay Prima Donna Pinot Noir, Waipara, New Zealand",2011,"
€56
",Pegasus Bay Winery,Waipara,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Felton Road Block 2 Chardonnay, Bannockburn, New Zealand",2013,"
€48
",Felton Road,Bannockburn,"
New Zealand
",Chardonnay,Chicken and Turkey,White - Tropical and Balanced,13 - 14%
"Felton Road Block 2 Chardonnay, Bannockburn, New Zealand",2014,"
$47
","Bannockburn,
Central Otago, ,
New Zealand
",Chardonnay,Chardonnay,,,,
"Billecart-Salmon Brut, Champagne, France",NV,"
€46
",Champagne Billecart-Salmon,Champagne Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,12%
"Wynns Coonawarra Estate John Riddoch Cabernet Sauvignon, Coonawarra, Australia",2008,"
€82
",Wynns Coonawarra Estate,Coonawarra,"
Australia
",Cabernet Sauvignon,Beef and Venison,Red - Rich and Intense,13 - 14%
"Framingham Select Riesling, Marlborough, New Zealand",2015,"
€18
","Marlborough,
New Zealand
",Riesling,Riesling,,,,
"Taylors Wakefield 'The Pioneer' Shiraz, Clare Valley, Australia",2012,"
€105
",Taylors & Wakefield Wines,Clare Valley,"
Australia
",Shiraz,Beef and Venison,Red - Rich and Intense,14%
"Seresin Sun & Moon Pinot Noir, Marlborough, New Zealand",2010,"
€80
",Seresin Estate,Marlborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
"Destiny Bay 'Destinae', Waiheke Island, New Zealand",2010,"
€98
",Destiny Bay Wine,Waiheke Island,"
New Zealand
",Bordeaux Blend Red,Beef and Venison,Red - Bold and Structured,13 - 14%
"Destiny Bay 'Mystae', Waiheke Island, New Zealand",2013,"
€150
","Waiheke Island,
New Zealand
",Bordeaux Blend Red,Bordeaux Blend Red,,,,
"Weingut Kerpen Wehlener Sonnenuhr Riesling Spatlese, Mosel, Germany",2004,"
€22
",Weingut Kerpen,Wehlen,"
Germany
",Riesling,Fruit-based Desserts,Dessert - Lush and Balanced,8 - 9%
"Vidal Wines Legacy Chardonnay, Hawke's Bay, New Zealand",2015,"
€33
","Hawkes Bay,
New Zealand
",Chardonnay,Chardonnay,,,,
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",1990,"
€144
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Penfolds Great Grandfather Rare Tawny Port, South Australia",NV,"
€181
",Penfolds,South Australia,"
Australia
",Grenache - Mourvedre - Syrah,Chocolate and Caramel,Dessert - Rich and Warming,19%
"Bodegas Toro Albala Don PX Seleccion, Montilla-Moriles, Spain",1965,"
€161
","Montilla-Moriles,
Andalucia, ,
Spain
",Pedro Ximenez,Pedro Ximenez,,,,
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",2001,"
€90
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",1996,"
€97
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",2008,"
€62
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",2010,"
€60
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Kusuda Riesling, Martinborough, New Zealand",2015,"
€41
","Martinborough,
New Zealand
",Riesling,Riesling,,,,
"Castello Banfi Brunello di Montalcino DOCG, Tuscany, Italy",2000,"
€54
",Castello Banfi,Brunello di Montalcino,"
Italy
",Sangiovese,Beef and Venison,Red - Bold and Structured,13 - 15%
"Chateau Rieussec, Sauternes, France",2003,"
€59
",Chateau Rieussec,Sauternes,"
France
",Sauvignon Blanc - Semillon,Blue Cheeses,Dessert - Lush and Balanced,12 - 14%
"Chateau Duhart-Milon, Pauillac, France",2001,"
€81
",Chateau Duhart-Milon,Pauillac,"
France
",Bordeaux Blend Red,Beef and Venison,Red - Savory and Classic,12 - 13%
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",2006,"
€77
",Penfolds,South Australia,"
Australia
",Cabernet - Syrah/Shiraz,Beef and Venison,Red - Rich and Intense,12 - 15%
"Penfolds Grange Bin 95, Australia",1984,"
€444
",Penfolds,Australia,Australia,Shiraz,Beef and Venison,Red - Rich and Intense,11 - 14%
"Cypress 'The Cypress' Syrah, Hawke's Bay, New Zealand",2009,"
€58
","Hawkes Bay,
New Zealand
",Syrah,Syrah,,,,
"Moet & Chandon Brut, Champagne, France",1999,"
€79
",Champagne Moet & Chandon,Champagne Brut,"
France
",Champagne Blend,"Shellfish, Crab and Lobster",Sparkling - Complex and Traditional,9 - 12%
"Penfolds Bin 389 Cabernet - Shiraz, South Australia",1986,93,"South Australia,
Australia
",Cabernet - Syrah/Shiraz,Cabernet - Syrah/Shiraz,,,,
"Lyszka Kastely Tokaji Aszu Eszencia, Tokaj-Hegyalja, Hungary",1993,"
€190
","Tokaj,
Hungary
",Tokaji Blend,Tokaji Blend,,,,
"The Hay Paddock Row 104 Winemakers Signature Selection Syrah, Waiheke Island, New Zealand",2010,"
€32
","Waiheke Island,
New Zealand
",Syrah,Syrah,,,,
"Ata Rangi Pinot Noir, Martinborough, New Zealand",2011,"
€56
",Ata Rangi,Martinborough,"
New Zealand
",Pinot Noir,Meaty and Oily Fish,Red - Light and Perfumed,13 - 14%
